text,aspectTerms/aspectTerm/0/_term,aspectTerms/aspectTerm/0/_polarity,aspectTerms/aspectTerm/0/_from,aspectTerms/aspectTerm/0/_to,aspectCategories/aspectCategory/0/_category,aspectCategories/aspectCategory/0/_polarity,_id,aspectCategories/aspectCategory/1/_category,aspectCategories/aspectCategory/1/_polarity,aspectTerms/aspectTerm/1/_term,aspectTerms/aspectTerm/1/_polarity,aspectTerms/aspectTerm/1/_from,aspectTerms/aspectTerm/1/_to,aspectTerms/aspectTerm/2/_term,aspectTerms/aspectTerm/2/_polarity,aspectTerms/aspectTerm/2/_from,aspectTerms/aspectTerm/2/_to,aspectTerms/aspectTerm/3/_term,aspectTerms/aspectTerm/3/_polarity,aspectTerms/aspectTerm/3/_from,aspectTerms/aspectTerm/3/_to,aspectTerms/aspectTerm/4/_term,aspectTerms/aspectTerm/4/_polarity,aspectTerms/aspectTerm/4/_from,aspectTerms/aspectTerm/4/_to,aspectTerms/aspectTerm/5/_term,aspectTerms/aspectTerm/5/_polarity,aspectTerms/aspectTerm/5/_from,aspectTerms/aspectTerm/5/_to,aspectTerms/aspectTerm/6/_term,aspectTerms/aspectTerm/6/_polarity,aspectTerms/aspectTerm/6/_from,aspectTerms/aspectTerm/6/_to,aspectCategories/aspectCategory/2/_category,aspectCategories/aspectCategory/2/_polarity,aspectTerms/aspectTerm/7/_term,aspectTerms/aspectTerm/7/_polarity,aspectTerms/aspectTerm/7/_from,aspectTerms/aspectTerm/7/_to,aspectCategories/aspectCategory/3/_category,aspectCategories/aspectCategory/3/_polarity,aspectTerms/aspectTerm/8/_term,aspectTerms/aspectTerm/8/_polarity,aspectTerms/aspectTerm/8/_from,aspectTerms/aspectTerm/8/_to
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,positive,37,42,anecdotes/miscellaneous,positive,3637,food,positive,pizzas,positive,93,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,,,,anecdotes/miscellaneous,neutral,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For $760 for 2 people, it's a once in a lifetime experience.",,,,,price,negative,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,4,8,food,neutral,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,positive,11,23,food,positive,2450,,,tempura dish,positive,47,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think the stuff was better than Disney.,stuff,positive,12,17,service,positive,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",,,,,anecdotes/miscellaneous,neutral,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative,97,101,anecdotes/miscellaneous,negative,2901,ambience,positive,atmosphere,positive,154,164,entree range,positive,14,26,,,,,,,,,,,,,,,,,price,positive,,,,,food,negative,,,,
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",French food,positive,63,74,food,positive,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,,,,,service,negative,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's definately not a place to go if you want to impress someone.,,,,,anecdotes/miscellaneous,negative,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well, their deliveries take for ever and the food is usually cold.",deliveries,negative,12,22,food,negative,2523,service,negative,food,negative,45,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The staff is no nonsense.,staff,positive,4,9,service,positive,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Desserts are known for healthful benefits in addition to the sweetness.,,,,,food,positive,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonderful at holiday time.,,,,,anecdotes/miscellaneous,positive,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And really large portions.,portions,positive,17,25,food,positive,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place is a lot of fun.,,,,,anecdotes/miscellaneous,positive,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a great Thai restaurant with a very friendly staff.,staff,positive,53,58,anecdotes/miscellaneous,positive,3515,service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have eaten at Ginger House several times, and it's always good.",,,,,anecdotes/miscellaneous,positive,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,negative,14,45,food,negative,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,neutral,17,22,food,positive,2592,,,food,positive,100,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,positive,16,29,food,positive,3081,,,lamb,positive,63,67,okra (bindi),positive,31,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",,,,,anecdotes/miscellaneous,positive,2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",,,,,anecdotes/miscellaneous,positive,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral,68,74,anecdotes/miscellaneous,neutral,3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,positive,4,8,food,positive,1884,,,burger,neutral,55,61,steak,neutral,66,71,escargot,neutral,76,84,,,,,,,,,,,,,,,,,,,,,,,,
"In fact, two people could really share one plate.",plate,positive,43,48,food,positive,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is great and authentic.,food,positive,4,8,food,positive,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This was a repeat visit and we'll definitely be back again.,,,,,anecdotes/miscellaneous,positive,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
during happy hour!,,,,,anecdotes/miscellaneous,neutral,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good for casual dinner with jeans and sneakers.,casual dinner,positive,9,22,anecdotes/miscellaneous,positive,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love YUKA.,,,,,anecdotes/miscellaneous,positive,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anyway, the food is good, the price is right and they have a decent wine list.",food,positive,12,16,food,positive,201,price,positive,price,positive,30,35,wine list,positive,68,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Go, go, hurry, before everyone finds out about it.",,,,,anecdotes/miscellaneous,positive,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,negative,0,6,food,positive,2335,price,negative,chicken tikka marsala,positive,39,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am bringing my whole family back next time.,,,,,anecdotes/miscellaneous,positive,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place has many different styles of pizza and they are all amazing.,styles of pizza,positive,30,45,food,positive,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The photos of the restaurant in its web site are way better than the real look.,look,negative,74,78,ambience,negative,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was lousy - too sweet or too salty and the portions tiny.,food,negative,4,8,food,negative,3049,,,portions,negative,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But the coconut rice was good.,coconut rice,positive,8,20,food,positive,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It took them 25 minutes to bring our appetizer.,appetizer,neutral,37,46,service,negative,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A guaranteeed delight!,,,,,anecdotes/miscellaneous,positive,2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have been coming to this neighborhood spot for years.,,,,,anecdotes/miscellaneous,neutral,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall I would recommend it and go back again.,,,,,anecdotes/miscellaneous,positive,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was great.,food,positive,4,8,food,positive,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pair you food with the excellent beers on tap or their well priced wine list.,food,neutral,9,13,food,positive,272,price,positive,beers on tap,positive,33,45,wine list,positive,67,76,priced,positive,60,66,,,,,,,,,,,,,,,,,,,,,,,,
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative,17,22,ambience,negative,1152,price,negative,bottle minimun,negative,105,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive,37,41,food,positive,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anyway, this is the last time I cross the williamsburg.",,,,,anecdotes/miscellaneous,negative,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metrazur has a beautiful spot overlooking the main terminal.,spot,positive,25,29,ambience,positive,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,positive,9,14,service,positive,461,,,meal,positive,49,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,,,anecdotes/miscellaneous,neutral,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guess the 555Soul ads didn't launch her big modeling career.,,,,,anecdotes/miscellaneous,neutral,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The restaurant is rather small but we were lucky to get a table quickly.,table,positive,58,63,service,positive,539,ambience,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Besides, we were on vacation!",,,,,anecdotes/miscellaneous,neutral,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love this cozy around the way Rest.,,,,,ambience,positive,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,positive,0,15,food,positive,1435,price,positive,price,positive,33,38,pork,positive,58,62,fish,positive,64,68,chicken,positive,70,77,lamb,positive,79,83,vegetables,positive,88,98,,,,,,,,,,,,
Don't leave without trying One Night in Tokyo.,,,,,anecdotes/miscellaneous,positive,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save yourself the time and trouble and skip this one!,,,,,anecdotes/miscellaneous,negative,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is my favorite Italian restaurant in all of New York City.,,,,,anecdotes/miscellaneous,positive,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,negative,51,58,ambience,negative,2225,,,place,negative,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive,4,14,food,positive,1056,price,positive,price,positive,87,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But, they were too big for the bun.",bun,neutral,31,34,food,negative,3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is fresh, delicious, and reasonably priced.",food,positive,4,8,food,positive,2708,price,positive,priced,positive,45,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,positive,36,71,food,positive,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,negative,21,32,food,negative,2105,,,roast pork buns,negative,34,49,egg custards,negative,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The bagels are fabulous.,bagels,positive,4,10,food,positive,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,neutral,54,75,service,negative,191,,,seats,neutral,96,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,77,84,service,positive,3319,ambience,positive,place,positive,123,128,water,neutral,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food was very good, a great deal, and the place its self was great.",food,positive,4,8,food,positive,3681,ambience,positive,place,positive,46,51,,,,,,,,,,,,,,,,,,,,,price,positive,,,,,,,,,,
The food options rule.,food options,positive,4,16,food,positive,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A great choice at any cost and a great deal.,cost,positive,22,26,anecdotes/miscellaneous,positive,3462,price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",,,,,food,negative,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,neutral,43,70,food,neutral,1865,,,wine flight,neutral,76,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definately check it out!!!,,,,,anecdotes/miscellaneous,positive,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,neutral,25,30,ambience,neutral,3421,,,dinner,neutral,56,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative,6,14,food,negative,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral,26,31,service,negative,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place itself is beautiful the bar scene seems to be happening.,place,positive,4,9,ambience,positive,818,,,bar scene,positive,34,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,positive,80,85,service,positive,2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good spreads, great beverage selections and bagels really tasty.",spreads,positive,5,12,food,positive,3170,,,beverage selections,positive,20,39,bagels,positive,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,negative,11,17,service,negative,2932,,,specials,positive,63,71,served,negative,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We will be back.,,,,,anecdotes/miscellaneous,positive,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,positive,57,65,food,positive,451,,,meal,neutral,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It seems like this is a place the locals like and the people working here liked it too.,,,,,anecdotes/miscellaneous,positive,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check out the secret back room.,secret back room,positive,14,30,ambience,positive,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,positive,68,71,ambience,positive,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive,10,14,food,positive,2517,service,positive,service,positive,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stick to the gulab jamun.,gulab jamun,positive,13,24,food,positive,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,positive,113,119,food,positive,556,service,positive,atmosphere,positive,127,137,service,positive,144,151,wine list,positive,168,177,,,,,,,,,,,,,ambience,positive,,,,,price,positive,,,,
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral,28,33,service,negative,563,ambience,negative,wait staff,negative,61,71,table,negative,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive,50,54,food,positive,924,ambience,positive,room,positive,70,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",,,,,ambience,negative,3113,anecdotes/miscellaneous,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were not dissappointed in the least bit by this little gem.,,,,,anecdotes/miscellaneous,positive,2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Also very inexpensive.,,,,,price,positive,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,76,82,anecdotes/miscellaneous,neutral,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I got enough reasons to keep coming back!!!,,,,,anecdotes/miscellaneous,positive,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,positive,172,213,food,positive,1013,,,desserts with frog jelly,positive,118,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is great and reasonably priced.,food,positive,4,8,food,positive,193,price,positive,priced,positive,33,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The characters really make for an enjoyable experience.,,,,,ambience,positive,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,positive,45,57,food,positive,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive,43,47,service,positive,78,,,host,positive,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,positive,62,74,ambience,conflict,2280,price,positive,Taiwanese,positive,141,150,,,,,,,,,,,,,,,,,,,,,food,positive,,,,,,,,,,
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,conflict,52,59,food,conflict,3424,,,french fries,positive,103,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You cannot go wrong with this place.,,,,,anecdotes/miscellaneous,positive,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive,72,78,anecdotes/miscellaneous,positive,1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,4,8,food,positive,2766,,,dishes,positive,72,78,specials,positive,33,41,regular menu-fare,positive,49,66,,,,,,,,,,,,,,,,,,,,,,,,
Prices are in line.,Prices,neutral,0,6,price,neutral,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,positive,19,37,food,positive,1600,,,fresh mozz cheese,positive,39,56,basil,positive,58,63,dough,positive,72,77,pizza,positive,141,146,flour,positive,102,107,,,,,,,,,,,,,,,,
The food is prepared quickly and efficiently.,food,positive,4,8,food,positive,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and for this i had to shell out a small fortune?,,,,,price,negative,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,positive,22,33,food,positive,2421,,,Paneer Roll,positive,43,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,4,8,food,positive,159,,,plates,positive,82,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,positive,9,32,food,positive,1490,,,Plain Cheese slice,positive,41,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have tried literally every restaurant on curry row.,,,,,anecdotes/miscellaneous,neutral,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,4,8,food,negative,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
