,text,Food Probability,Place Probability,Service Probability,Topic
776,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",0.07178966,0.09015094,0.8380594,Service
777,"All in all, I don't see how you can go wrong.",0.17020003,0.66154474,0.16825525,Place
778,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,0.7215362,0.19670406,0.081759706,Food
779,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",0.40157193,0.23954913,0.3588789,Food
780,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",0.688761,0.21346655,0.097772434,Food
781,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,0.8679966,0.06777773,0.06422576,Food
782,The food is usually good but it certainly isn't a relaxing place to go.,0.05999957,0.87845486,0.06154559,Place
783,I'm told that it is open 24hrs which is good.,0.6913815,0.18328197,0.12533648,Food
784,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",0.14310008,0.7884819,0.06841808,Place
785,The prices were fantastic.,0.123197146,0.7495536,0.12724927,Place
786,What a great place!,0.11865187,0.75793076,0.123417415,Place
787,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",0.09400387,0.28653422,0.61946195,Service
788,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",0.63415337,0.3237982,0.042048424,Food
789,"It's not mind-blowing, but to me, thai food never is and never will be.",0.070210055,0.85709965,0.07269026,Place
790,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",0.89501774,0.061431594,0.043550666,Food
791,"Although, one night we went it was super cheesy, and another night it was less cheesy.",0.8860182,0.06028297,0.053698804,Food
792,"Even though it is a little loud, you don't have to yell at each other to talk.",0.37741584,0.08601738,0.5365668,Service
793,"i've been to sapphire twice and both times the food was fine, if not good.",0.42038712,0.48594242,0.09367045,Place
794,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,0.049124386,0.87897044,0.07190516,Place
795,Was surprisingly disappointed.,0.19345832,0.19275281,0.61378884,Service
796,I love the fact that the pizza tastes so good and is so cheap.,0.07002448,0.7963385,0.133637,Place
797,Nicky the Nose at the bar is a treat.,0.19655687,0.19584905,0.60759413,Service
798,I went to Ruby Foo's after work with a group of 6.,0.83020896,0.08458379,0.08520723,Food
799,I'm amazed we haven't been kicked out of this place yet.,0.11783259,0.7663098,0.11585764,Place
800,"Service was prompt, friendly and great.",0.088723145,0.8174548,0.09382207,Place
801,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",0.07462187,0.8458263,0.07955182,Place
802,The sushi was awful!,0.18080686,0.16985649,0.6493367,Service
803,Katz's has been a NYC original for over 100 years.,0.17669515,0.17823336,0.6450715,Service
804,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,0.8849769,0.063331366,0.05169168,Food
805,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",0.5001097,0.061016798,0.43887353,Food
806,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,0.8271873,0.087828964,0.08498375,Food
807,"Late nite omelletes are not good here, there is no variety!",0.71000177,0.1716454,0.11835279,Food
808,Everything at Sala Thai is tasty and well-portioned.,0.78279924,0.12313542,0.09406533,Food
809,"After all that, they complained to me about the small tip.",0.20238715,0.17771916,0.61989367,Service
810,It's a great place to pick up a cheap lunch or dinner.,0.07209303,0.86612034,0.06178667,Place
811,"Behind this counter, two men are squeezed in.",0.33333334,0.33333334,0.33333334,Food
812,Great find!!!,0.124153376,0.15948755,0.7163591,Service
813,"If only they delivered, they'd make a mint!",0.6495727,0.17741472,0.17301267,Food
814,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",0.052459113,0.5724428,0.37509802,Place
815,"Our waitress was sweet and accomodating, not overbearing.",0.14444269,0.6917901,0.16376714,Place
816,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,0.9169356,0.042193457,0.040870965,Food
817,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,0.047880217,0.90672153,0.045398284,Place
818,The website and rating makes this place look wonderful but in reality it was very disappointing.,0.08114001,0.8483317,0.07052832,Place
819,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",0.26326436,0.05531888,0.6814168,Service
820,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,0.31141284,0.6375513,0.051035844,Place
821,"A large is $20, and toppings are about $3 each.",0.64289576,0.18222536,0.1748789,Food
822,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",0.8286384,0.09764727,0.07371439,Food
823,I definitely wouldn't go back.,0.087195165,0.08630739,0.82649744,Service
824,It is not worth for that bucks.,0.17121884,0.17104894,0.65773225,Service
825,brick oven gallery is My pick for best pizza restaurant anywhere.,0.82379943,0.08923279,0.08696782,Food
826,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,0.044897437,0.8149832,0.14011933,Place
827,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",0.305764,0.26615423,0.4280818,Service
828,"Growing up in NY, I have eaten my share of bagels.",0.100197315,0.5305039,0.36929882,Place
829,"Oh, don't even let me start with how expensive the bills were!",0.6097414,0.09194701,0.29831162,Food
830,A hearty two thumbs up!,0.33333334,0.33333334,0.33333334,Food
831,The scallion pancakes and fried dumplings were nothing out of the ordinary.,0.08545076,0.08783005,0.82671916,Service
832,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",0.12342231,0.7671506,0.109427124,Place
833,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",0.12386927,0.3084225,0.5677082,Service
834,Service is top notch.,0.1729722,0.646646,0.18038183,Place
835,The food now is inconsistent.,0.17487441,0.6426669,0.18245873,Place
836,All pretty good.,0.7222853,0.15205596,0.12565877,Food
837,"You can also special order any kind of dumpling,etc.",0.5230434,0.06448103,0.41247556,Food
838,you guys rock.,0.33333334,0.33333334,0.33333334,Food
839,Chance is a joke.,0.33333334,0.33333334,0.33333334,Food
840,I was pretty much full after our fondue appetizer.,0.07784402,0.08704865,0.8351073,Service
841,BE CAREFUL before you request extra spice.,0.33333334,0.33333334,0.33333334,Food
842,The octopus eaters were floored by the Octopus salad.,0.20967372,0.62088007,0.16944624,Place
843,We thought that this place is using too much of MSG cooking in the foods.,0.07147687,0.8700129,0.058510236,Place
844,I was at Rao's last Wed.,0.20657274,0.16823113,0.62519616,Service
845,And the Tom Kha soup was pathetic.,0.17538223,0.65228605,0.17233175,Place
846,I started out with a Bombay beer which was big enough for two.,0.12951225,0.30039853,0.5700892,Service
847,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",0.64594346,0.06508691,0.28896967,Food
848,Service was quick.,0.17297105,0.64665896,0.18037002,Place
849,Tends to turn people away.,0.5384355,0.11753953,0.344025,Food
850,We thought this a prelude to what the evening will be like.,0.40420398,0.0956765,0.5001195,Service
851,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",0.89117193,0.05423204,0.05459603,Food
852,Drawbacks: service is slow and they don't toast!,0.116262406,0.25726125,0.6264763,Service
853,Went there for an office lunch.,0.76988065,0.11483997,0.11527938,Food
854,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,0.08914535,0.103874795,0.80697984,Service
855,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",0.117502816,0.76509476,0.1174024,Place
856,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,0.17397249,0.67375255,0.15227497,Place
857,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",0.038938656,0.044465713,0.9165957,Service
858,The best thing I tasted were the lambchops.,0.69831085,0.21299632,0.08869287,Food
859,it's delicious!,0.17087844,0.6558345,0.17328706,Place
860,The spicy tuna and salmon are the best we've ever had.,0.84273005,0.085831754,0.07143821,Food
861,"Even though its good seafood, the prices are too high.",0.86331177,0.07532766,0.061360583,Food
862,"In addition, the food is very good and the prices are reasonable.",0.07540786,0.43556657,0.48902553,Service
863,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",0.49563453,0.39004958,0.11431589,Food
864,"If you live outside the neighborhood, don't bother!",0.08720024,0.7953807,0.117419064,Place
